pos	 El Consejo Internacional de Estibadores apoya a estibadores catalanes en sus acciones de boicot #Catalunya #Cataluña 

pos	 Opinión: #Cataluña: el viejo truco de la patria 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Yo si fuera #Cataluña me independizaba ahora que todo el mundo duerme. Así mañana cuando despierten, aah ya soy independiente!!

pos	 Orgullo de la  por defender las libertades de todos en #Cataluña ¡Gracias por vuestro sacrificio! FIRMA 

pos	 A españa no le gusta la democracia   #Cataluna #CatalanReferendum

pos	 Montoro defiende los controles a #Cataluña frente al recurso de... 

pos	 Aparte temas legales y constitucionales económicamente #España y #Cataluña se necesitan. Solución debe ser negociando mayor autonomía

pos	 La apuesta por resolver el problema de #España y #Cataluña debe darse por lograr una mayor autonomía para #Cataluña

pos	 Orgullo de la  por defender las libertades de todos en #Cataluña ¡Gracias por vuestro sacrificio! FIRMA 

pos	 ¿QUÉ COÑO LE PICÓ A ESTE? #VENEZUELA, NADA QUE VER... #FeliPILLO González: «Lo que pasa en #Cataluña se parece mucho a lo de #Venezuela».twitter.com/gc2HXRebyH

neg	 #Rajoy que NO y #Puigdemont que SÍ al referéndum en #Cataluña 

pos	 ¿Apoyas el referéndum de autodeterminación de Cataluña? #Cataluña #Catalunya #Referendum #ReferendumCatalan

pos	 Los independentistas lo serán hasta que les hagan pagar 1€ o algo. 

neg	 Entonces vendrá:

neg	 -No si yo tampoco...

pos	 -Si era por... 

pos	 #Cataluña #

pos	 Reconectando: De lo de #Cataluña. Ahí vaya que no me voy a meter.

pos	 #España Al IDIOTA de RAJOY la independencia d #Cataluña le a puesto la barba RARA. Democracia ¿donde? no se ve.  .twitter.com/yhbcp7dEcf

pos	 Policía intervendrá urnas de colegios electorales para frenar referendo independentista en #Cataluña ►

pos	 El 1-O llega a Holanda: el aviso de Exteriores sobre España 

pos	 #Yosiquieroserespanol #Yosiquieroserespañol ante la llegada de grupos #Antisistema a #Cataluña desde todas partes de #Europa se instaura .twitter.com/zlA34VOhHf

pos	 RT tiene un plan: independizar Cataluña 

pos	 The latest A través de la lente! 

pos	 A crise entre #Espanha e #Catalunha é apenas um capítulo da história entre a região separatista e o poder central 

pos	  #AmericaLatina TUVO QUE MATAR MUCHOS #ESPAÑOLES PARA LOGRAR SU #Libertad !! QUIERES PASAR LO MISMO CON #Cataluna ?? #Catalonia

pos	  LIBERA A #Cataluña #Cataluna #Catalonia ESCLAVISTA Y REPRESOR!!! RECUERDA A #MiguelHidalgo y #Bolívar ! #CatalanReferendum.twitter.com/PoXGH3PELY

pos	 #Cataluña: el viejo truco de la patria, por Martín Caparrós 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 El comercio electrónico recela de la posible independencia de #Cataluña:... 

pos	 #AmericaLatina ESTÁ CON #Cataluña #Catalonia #Cataluna ! LIBRE, INDEPENDIENTE Y SOBERANA ! RECUERDEN A #MiguelHidalgo y #Bolívar #Libertad !.twitter.com/XG1O6hJ0as

pos	 La Comisión Europea: El Gobierno no rebasa los marcos legales en su actuación en #Cataluña 

pos	 Retweeted teleSUR TV (

Input contains one or more empty strings.
pos	 Gobierno español envía a #Cataluña un camión antidisturbios... 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	 Gobierno español envía a #Cataluña un camión antidisturbios 

pos	  analiza las despedidas a la  hacia #Cataluña

Input contains one or more empty strings.
pos	 ¿Tendrá Rajoy que presentar el lunes su dimisión al Rey por no haber impedido el referéndum de #Cataluña?

pos	 Rutas de enoturismo en #Cataluña 

pos	 #españa #espanya #cataluña #catalunya #catalonia #barcelona #festes #festesmerce2017… 

pos	 #LaLineaRoja #AporEllos #Guardia #Civil #Cataluña #MCCelebrity #Carlos #Baute #MasterChef #Celebrity #Bale #Madrid #Dortmund #FelizMartes.twitter.com/spK1bYJIMd

pos	 #LaLineaRoja #AporEllos #Guardia #Civil #Cataluña #MCCelebrity #Carlos #Baute #Bale #Madrid #FelizMartes #Ramos #Felipe #LaLlamadaPREMIERE.twitter.com/47RklHCYeW

